score,timestamp,url,username,env_id
-259.99 ± 13.99,2016-06-19 01:49:18.284473,https://gym.openai.com/evaluations/eval_Ub6dm6MS8SssjfVcVFN8Q,RafaelCosman,SemisuperPendulumRandom-v0
69154.0,2017-07-28 20:56:31.934572,https://gym.openai.com/evaluations/eval_vhll4HDSfahtUsqjuHFrw,pat-coady,Ant-v1
N/A,2016-05-03 18:13:59.148676,https://gym.openai.com/evaluations/eval_ngWXJ0paTkGnigm7qIFcSg,joschu,Ant-v1
N/A,2016-05-03 05:56:19.769544,https://gym.openai.com/evaluations/eval_GQbizsE6TYWyv8vyGwIKA,joschu,Ant-v1
-1.00 ± 0.00,2016-04-24 22:37:57.934486,https://gym.openai.com/evaluations/eval_yStwrB6Sdawslv72y1M9w,gdb,Go19x19-v0
23.30 ± 0.09,2016-08-16 01:48:28.050235,https://gym.openai.com/evaluations/eval_gDjJD0MMS1yLm1T0hdqI4g,ppwwyyxx,Tennis-v0
-23.88 ± 0.04,2016-04-24 22:37:33.204991,https://gym.openai.com/evaluations/eval_79L6v7tTIUh96OGSTvzg,gdb,Tennis-v0
N/A,2016-05-01 07:57:17.778642,https://gym.openai.com/evaluations/eval_K8qqD8XeRoy1FrzUHqIwqA,gdisneyleugers,Tennis-v0
167.0,2016-05-17 21:17:30.041936,https://gym.openai.com/evaluations/eval_A3Z8RsvKQnaFwmMGBumHg,blole,ReversedAddition3-v0
N/A,2016-05-01 07:16:59.244468,https://gym.openai.com/evaluations/eval_RRosAUFTqSdHJbz17U6EQ,gdisneyleugers,ReversedAddition3-v0
N/A,2016-04-26 23:01:50.015198,https://gym.openai.com/evaluations/eval_VN82y54sQoCxkmaBNSPQ,wojzaremba,ReversedAddition3-v0
N/A,2016-04-24 22:37:20.562666,https://gym.openai.com/evaluations/eval_ycMaoBi6SDu1WbvTW5vYIQ,gdb,ReversedAddition3-v0
93480.00 ± 2169.12,2016-08-25 23:24:14.579068,https://gym.openai.com/evaluations/eval_JB5cOJXFSS2cTQ7dXK8Iag,ppwwyyxx,StarGunner-v0
60086.00 ± 890.19,2016-11-11 07:58:50.453204,https://gym.openai.com/evaluations/eval_bbkB4EdTcu72IO2WqvB9Q,steveKapturowski,StarGunner-v0
703.00 ± 37.20,2016-04-24 22:37:57.622053,https://gym.openai.com/evaluations/eval_azF2hMNXQVyIU6izcyiS9w,gdb,StarGunner-v0
640.00 ± 14.36,2016-08-25 22:19:10.149352,https://gym.openai.com/evaluations/eval_mLF7XPi8Tw66pnjP73JsmA,ppwwyyxx,Jamesbond-v0
30.50 ± 5.32,2016-04-24 22:38:33.864815,https://gym.openai.com/evaluations/eval_f5vL8p0hRGgqvIvl6oX8A,gdb,Jamesbond-v0
29210.00 ± 926.87,2016-08-19 00:11:21.200778,https://gym.openai.com/evaluations/eval_SoLit2bR1qmFoC0AsJF6Q,ppwwyyxx,BattleZone-v0
22510.00 ± 961.16,2016-10-24 01:05:54.615868,https://gym.openai.com/evaluations/eval_gT0RmDl6SrWeKHnO3C2ZhA,steveKapturowski,BattleZone-v0
4110.00 ± 419.26,2016-04-24 22:37:44.494646,https://gym.openai.com/evaluations/eval_0LH9XrRNTxWxcxZ5uV4u5g,gdb,BattleZone-v0
N/A,2016-05-01 07:32:45.383005,https://gym.openai.com/evaluations/eval_yGMXX62CQtioPPjzEQmc4g,gdisneyleugers,BattleZone-v0
N/A,2017-06-19 14:14:36.284301,https://gym.openai.com/evaluations/eval_UCFiiwaGQm6eX9IGu5IuQ,Guillem-db,WizardOfWor-ram-v0
2144.50 ± 108.39,2016-08-22 21:59:26.079804,https://gym.openai.com/evaluations/eval_QudrLdVmTpK9HF5juaZr0w,ppwwyyxx,Gravitar-v0
252.00 ± 33.41,2016-04-24 22:37:36.443969,https://gym.openai.com/evaluations/eval_fPb3FiijQqKnjrrNLIRjuA,gdb,Gravitar-v0
60615.00 ± 462.31,2016-08-22 21:48:11.348770,https://gym.openai.com/evaluations/eval_wINKQTwxT9ipydHOXBhg,ppwwyyxx,RoadRunner-v0
35.00 ± 18.22,2016-04-24 22:37:17.778253,https://gym.openai.com/evaluations/eval_9jWY0dr2TC6vnJFWr6robA,gdb,RoadRunner-v0
N/A,2016-05-01 07:37:13.237042,https://gym.openai.com/evaluations/eval_3O00rtwHT1izJxTVbEAZfQ,gdisneyleugers,RoadRunner-v0
11543.60 ± 492.83,2017-06-18 10:26:41.668984,https://gym.openai.com/evaluations/eval_NDkU4oVNTDy6pME9ytMJeg,Guillem-db,MsPacman-ram-v0
N/A,2017-07-15 15:46:14.957795,https://gym.openai.com/evaluations/eval_K2OymvcmTviaDIxSsZsGWw,githubxiaowei,MsPacman-ram-v0
N/A,2017-06-19 08:06:04.239060,https://gym.openai.com/evaluations/eval_bNB0Dcr2RQG8zLVKkXg,Guillem-db,VideoPinball-ram-v0
4498.0,2017-07-22 21:04:54.737611,https://gym.openai.com/evaluations/eval_tUOY3C3Sgy7mvoJeGqfXA,ondrejba,InvertedDoublePendulum-v1
9800.0,2016-08-15 03:25:09.018534,https://gym.openai.com/evaluations/eval_PtYUMaEUSwqS3YUYA6MOQ,songrotek,InvertedDoublePendulum-v1
9852.0,2017-07-25 00:49:14.921460,https://gym.openai.com/evaluations/eval_Fy2blGCReaFp3wz64SB4Q,pat-coady,InvertedDoublePendulum-v1
10230.0,2017-07-27 00:16:58.402611,https://gym.openai.com/evaluations/eval_8B3LHwreSeijowIVKzKEmQ,pat-coady,InvertedDoublePendulum-v1
N/A,2016-05-03 05:33:17.087254,https://gym.openai.com/evaluations/eval_j1UXpkyST81BXuXC9praA,joschu,InvertedDoublePendulum-v1
N/A,2016-05-03 04:43:56.632342,https://gym.openai.com/evaluations/eval_BovPB6AGTV2TilgZOceSQ,joschu,InvertedDoublePendulum-v1
407432.00 ± 6347.40,2016-08-12 01:47:25.506500,https://gym.openai.com/evaluations/eval_mees2c58QfKm5GspCjRfCA,ppwwyyxx,Asterix-v0
320.00 ± 18.92,2016-04-24 22:37:33.606199,https://gym.openai.com/evaluations/eval_8dilkfRTzGLQR3nIlW4w,gdb,Asterix-v0
N/A,2016-05-01 07:31:26.873346,https://gym.openai.com/evaluations/eval_iarlEk7TSc2uYGWKsvmoA,gdisneyleugers,Asterix-v0
3802.00 ± 179.13,2016-04-24 22:37:34.701267,https://gym.openai.com/evaluations/eval_mhjLGph6Ry3x0fATAF2IA,gdb,TimePilot-v0
1274.60 ± 8.04,2016-08-22 22:05:56.394397,https://gym.openai.com/evaluations/eval_hifoaxFTIuLlPd38BjnOw,ppwwyyxx,BankHeist-v0
107.40 ± 3.62,2016-07-05 09:56:39.286678,https://gym.openai.com/evaluations/eval_ShxLH47TRve9GQkWjtEWKA,Mariewelt,BankHeist-v0
68.80 ± 2.82,2016-07-04 14:19:44.403968,https://gym.openai.com/evaluations/eval_7Z76ifIhTqeOQ2Msf5vi2w,Mariewelt,BankHeist-v0
62.30 ± 2.16,2016-07-04 11:39:56.223309,https://gym.openai.com/evaluations/eval_wfSX3ubgQGmRNkIZyjg,Mariewelt,BankHeist-v0
15.90 ± 1.11,2016-04-24 22:37:14.891853,https://gym.openai.com/evaluations/eval_1MGfWGUbSGDxsuK8GFrQ,gdb,BankHeist-v0
1320.16 ± 8.61,2016-05-10 21:05:24.571564,https://gym.openai.com/evaluations/eval_qvvHxRraSUuMbVYTKOhd8A,machinaut,NChain-v0
1029.74 ± 9.19,2016-05-17 21:42:07.438022,https://gym.openai.com/evaluations/eval_8KB72MuwRqqdbRG4UMs1w,blole,NChain-v0
245.40 ± 0.15,2017-05-27 23:39:43.787736,https://gym.openai.com/evaluations/eval_iFOMMpBuQeq2bA2WvUgryA,drburke,PredictObsCartpole-v0
105297.00 ± 1880.74,2016-08-18 23:33:56.597389,https://gym.openai.com/evaluations/eval_bKeBg0QwSgOm6A0I0wDhSw,ppwwyyxx,CrazyClimber-v0
8187.00 ± 310.02,2016-04-24 22:38:24.669527,https://gym.openai.com/evaluations/eval_8WrxJJxiQFmSqp2dvym5Dw,gdb,CrazyClimber-v0
N/A,2016-05-01 08:06:37.372898,https://gym.openai.com/evaluations/eval_99dK6Bu7QiSdmW2rUcTkg,gdisneyleugers,CrazyClimber-v0
1088.0,2017-07-27 00:16:31.059668,https://gym.openai.com/evaluations/eval_U5WoLqDSSymfwLRJeUA,pat-coady,Swimmer-v1
3807.0,2017-07-25 01:07:07.710582,https://gym.openai.com/evaluations/eval_TrwTLmDrRv2MMvahXuVYuA,pat-coady,Swimmer-v1
11784.0,2016-05-03 04:52:24.045672,https://gym.openai.com/evaluations/eval_zUZhpfzLQh2z3K2D5P2qg,joschu,Swimmer-v1
N/A,2016-05-03 05:40:13.201133,https://gym.openai.com/evaluations/eval_UHEsnOhSw5cZd6uldLig,joschu,Swimmer-v1
4985.0,2016-10-17 20:25:24.851299,https://gym.openai.com/evaluations/eval_TLpp3ioQ2GctOsQGMZ08Q,colinmorris,RepeatCopy-v0
15466.0,2016-04-25 22:57:41.521697,https://gym.openai.com/evaluations/eval_3fKtYsmhR36I1yy8wpS3w,wojzaremba,RepeatCopy-v0
N/A,2016-05-17 21:21:14.828647,https://gym.openai.com/evaluations/eval_FEY1osFXQcilXkqvZ9hNA,blole,RepeatCopy-v0
N/A,2016-05-01 07:14:51.097243,https://gym.openai.com/evaluations/eval_0BIjuaJoT1ykCMhli7CVbg,gdisneyleugers,RepeatCopy-v0
N/A,2016-04-24 22:37:05.912720,https://gym.openai.com/evaluations/eval_iV4s70ONQQ2Lu2W3pZb0zw,gdb,RepeatCopy-v0
92163.30 ± 940.52,2016-08-17 19:53:38.531137,https://gym.openai.com/evaluations/eval_KmkvMJkxQFSED20wFUMdIA,ppwwyyxx,UpNDown-v0
521.10 ± 54.45,2016-04-24 22:37:16.889707,https://gym.openai.com/evaluations/eval_m31GOOUSy6Y0RGtAEDY4Q,gdb,UpNDown-v0
N/A,2016-05-01 08:01:51.849440,https://gym.openai.com/evaluations/eval_qIwO1WUvRQSzRc5dz2P86Q,gdisneyleugers,UpNDown-v0
3824.00 ± 378.76,2016-08-22 23:41:10.102255,https://gym.openai.com/evaluations/eval_1oGQhphpQhmzEMIYRrrp0A,ppwwyyxx,WizardOfWor-v0
3202.00 ± 291.99,2017-06-22 07:23:35.238594,https://gym.openai.com/evaluations/eval_DZxuoBgeRAaR38hRqLPnEw,steveKapturowski,WizardOfWor-v0
744.00 ± 58.25,2016-04-24 22:38:02.030236,https://gym.openai.com/evaluations/eval_EapGm2U9QPKbGK8DyBWg,gdb,WizardOfWor-v0
N/A,2016-05-01 07:42:15.607811,https://gym.openai.com/evaluations/eval_RacaWKsJSmCkQFqMT1CjhQ,gdisneyleugers,WizardOfWor-v0
12201.0,2017-07-25 05:22:58.751979,https://gym.openai.com/evaluations/eval_qLSJe7oBQymaNKsIMVvi4g,pat-coady,Hopper-v1
14947.0,2017-07-27 21:03:53.584972,https://gym.openai.com/evaluations/eval_w3VSlllbR7q7Vc8VdaTvPA,pat-coady,Hopper-v1
N/A,2017-04-24 16:15:04.600601,https://gym.openai.com/evaluations/eval_Xl6DYBQkSuCT87psbxMPaQ,RDaneelOlivav,Hopper-v1
N/A,2016-09-01 12:19:08.143644,https://gym.openai.com/evaluations/eval_MwvKWh5CSp6SO8IAWU4pqw,songrotek,Hopper-v1
N/A,2016-05-03 05:32:37.973476,https://gym.openai.com/evaluations/eval_W27eCzLQBy60FciaSGSJw,joschu,Hopper-v1
N/A,2016-05-03 04:41:27.653581,https://gym.openai.com/evaluations/eval_2QnWzUkRReKg4fRXdZmHQ,joschu,Hopper-v1
123.0,2017-07-25 14:07:51.713670,https://gym.openai.com/evaluations/eval_4ER334HTWu0qjB00Hxljg,squirrelinhell,FrozenLake-v0
350.0,2017-07-17 17:59:23.358182,https://gym.openai.com/evaluations/eval_4R0BTBDERyap3oWmxTSa2g,sakib-shahriyar,FrozenLake-v0
725.0,2017-07-31 20:12:12.158979,https://gym.openai.com/evaluations/eval_USL3ofLxRruwDEoZ9QCSPg,wasit7,FrozenLake-v0
348262.40 ± 878.59,2017-07-31 11:41:31.242335,https://gym.openai.com/evaluations/eval_X0ZuF6HYTYaxqofSe6P6DQ,pat-coady,HumanoidStandup-v1
1376.45 ± 30.75,2016-08-12 13:22:09.474245,https://gym.openai.com/evaluations/eval_HwEazbHtTYGpCialv9uPhA,ppwwyyxx,Amidar-v0
3.37 ± 0.90,2016-04-24 22:37:15.618327,https://gym.openai.com/evaluations/eval_k8a2ASsqQiS36fzCRTe54Q,gdb,Amidar-v0
5211.50 ± 67.20,2016-08-22 18:06:45.535057,https://gym.openai.com/evaluations/eval_xJSOlo2lSWaH1wHEOX5vw,ppwwyyxx,Carnival-v0
786.00 ± 50.25,2016-04-24 22:37:07.153061,https://gym.openai.com/evaluations/eval_kseOXsiiSYK4jowfXXm43Q,gdb,Carnival-v0
N/A,2016-05-01 08:28:33.369138,https://gym.openai.com/evaluations/eval_UfB96lRWSzPnpen4TazQ,gdisneyleugers,Carnival-v0
6323.01 ± 116.91,2017-05-23 15:33:13.732891,https://gym.openai.com/evaluations/eval_8Wwndzd8R62np8CxVQWEeg,dgriff777,MsPacman-v0
6145.00 ± 171.05,2017-04-22 22:10:00.567222,https://gym.openai.com/evaluations/eval_DRFpbDPDSg21dCCQlTanaQ,fortunto2,MsPacman-v0
5833.00 ± 157.49,2017-04-22 08:59:56.935276,https://gym.openai.com/evaluations/eval_BoA0OPDgQBu5MDsTAgb0g,fortunto2,MsPacman-v0
5738.30 ± 171.99,2016-08-22 22:44:59.804287,https://gym.openai.com/evaluations/eval_kpL9bSsS4GXsYb9HuEfew,ppwwyyxx,MsPacman-v0
2065.50 ± 77.01,2016-12-03 21:57:23.727476,https://gym.openai.com/evaluations/eval_Jy09c1iXRNG4Z338CAx1QQ,pkumusic,MsPacman-v0
2021.70 ± 89.57,2016-12-03 21:56:17.679082,https://gym.openai.com/evaluations/eval_ZjVn3seeTCWLHqIII0pQ,pkumusic,MsPacman-v0
1931.80 ± 74.35,2016-05-26 12:15:09.789848,https://gym.openai.com/evaluations/eval_nNcFa9aVQHq9eD5g3c7fBw,AlexGrinch,MsPacman-v0
1847.00 ± 53.58,2016-11-25 20:13:29.655292,https://gym.openai.com/evaluations/eval_riHeA66BRujxsfQHz6FDA,pkumusic,MsPacman-v0
1843.90 ± 56.12,2016-05-26 12:33:25.129644,https://gym.openai.com/evaluations/eval_ozkyZzTHToekyPlJmMGdTw,AlexGrinch,MsPacman-v0
1830.70 ± 57.35,2016-11-25 20:16:27.991957,https://gym.openai.com/evaluations/eval_7UlV9il3RFKNyciZOVu2g,pkumusic,MsPacman-v0
1317.10 ± 63.30,2016-05-26 16:21:22.182581,https://gym.openai.com/evaluations/eval_p7dV7L66TKa8ekZP5chVg,AlexGrinch,MsPacman-v0
788.60 ± 54.00,2016-05-27 13:25:44.515149,https://gym.openai.com/evaluations/eval_WCpGwyEMTSyZK2WYLwbJhw,justheuristic,MsPacman-v0
N/A,2017-06-20 00:13:34.135821,https://gym.openai.com/evaluations/eval_i1hcB1bESbO20DNCtSVYw,Guillem-db,MsPacman-v0
N/A,2016-05-27 23:02:47.194475,https://gym.openai.com/evaluations/eval_8NxnknS5RX2tGE6KzXS7w,vandyked,MsPacman-v0
N/A,2016-05-26 11:59:20.442968,https://gym.openai.com/evaluations/eval_0XKOGWL2RzuC1WEzdi2jsg,AlexGrinch,MsPacman-v0
N/A,2016-05-26 11:54:03.752742,https://gym.openai.com/evaluations/eval_6hqCOH4IT9CqF8e85q527g,AlexGrinch,MsPacman-v0
7167.24 ± 19.84,2017-07-27 11:35:56.776901,https://gym.openai.com/evaluations/eval_ntItD029SsiNvxn0WGJdw,pat-coady,Walker2d-v1
5788.93 ± 52.16,2017-07-26 00:04:48.682576,https://gym.openai.com/evaluations/eval_vNi0ssRiTdqkxMaGSerSLg,pat-coady,Walker2d-v1
5594.75 ± 64.10,2016-05-03 06:41:17.271217,https://gym.openai.com/evaluations/eval_3KevpXcVQnifFFwGX70xag,joschu,Walker2d-v1
2356.56 ± 87.26,2016-05-03 04:59:03.964344,https://gym.openai.com/evaluations/eval_hCvsLpSrTxafERVJPzbZuA,joschu,Walker2d-v1
1222.12 ± 91.10,2016-09-01 14:49:19.314112,https://gym.openai.com/evaluations/eval_JYZtl35TryxzjnhJJIWA,songrotek,Walker2d-v1
22595.00 ± 1012.30,2016-08-25 22:16:21.526044,https://gym.openai.com/evaluations/eval_KVcpR1YgQkEzrL2VIcAQ,ppwwyyxx,Gopher-v0
364.80 ± 27.82,2016-04-24 22:38:30.387394,https://gym.openai.com/evaluations/eval_CzT0zRXATfBSfkA3y1XSA,gdb,Gopher-v0
2357.00 ± 193.26,2016-04-24 22:37:13.438130,https://gym.openai.com/evaluations/eval_BJfmXAeKQM6Pova0htM4vQ,gdb,Solaris-v0
6823.90 ± 130.32,2016-08-25 21:19:31.346202,https://gym.openai.com/evaluations/eval_qtC3taKFSgWwkO9q9IM4hA,ppwwyyxx,Frostbite-v0
79.20 ± 3.84,2016-04-24 22:38:19.058114,https://gym.openai.com/evaluations/eval_DZndJB7RRxyhQTG682wBg,gdb,Frostbite-v0
N/A,2016-05-01 08:26:42.920247,https://gym.openai.com/evaluations/eval_vfxeSALSUq7GrZBZmKkg,gdisneyleugers,Frostbite-v0
1.00 ± 0.00,2016-11-15 09:21:37.478844,https://gym.openai.com/evaluations/eval_21dT2zxJTbKa1TJg9NB8eg,simeneide,Blackjack-v0
0.34 ± 0.10,2017-01-16 12:39:56.288655,https://gym.openai.com/evaluations/eval_HJfDEbqJR1e0PIiZiw,csnikitin,Blackjack-v0
0.27 ± 0.10,2017-01-01 10:58:10.994010,https://gym.openai.com/evaluations/eval_hqSRaqSNSA2gbStyaJsoQ,csnikitin,Blackjack-v0
217186.00 ± 773.39,2016-08-16 00:12:28.149549,https://gym.openai.com/evaluations/eval_Z1B3d7A1QCaQk1HpO1Rg,ppwwyyxx,Atlantis-v0
21398.00 ± 873.30,2016-04-24 22:37:55.006932,https://gym.openai.com/evaluations/eval_5c5m6nuRBBJyqJuBfVQ,gdb,Atlantis-v0
N/A,2016-05-01 19:13:36.079360,https://gym.openai.com/evaluations/eval_G6TMMdPkTuKDSgSH38rog,gdisneyleugers,Atlantis-v0
N/A,2016-05-01 19:09:36.273783,https://gym.openai.com/evaluations/eval_w63tQhoORwqZS5moa9wYQ,gdisneyleugers,Atlantis-v0
175.0,2017-08-01 04:24:31.551109,https://gym.openai.com/evaluations/eval_80sDgbPxSHowvhedVJKXg,napsternxg,Copy-v0
738.0,2017-01-19 06:38:05.024625,https://gym.openai.com/evaluations/eval_4lxrKp3qTr2NRIC7Q5tBNQ,1nadequacy,Copy-v0
1142.0,2017-05-08 18:20:49.439092,https://gym.openai.com/evaluations/eval_eT5pXQ2vRVaNOIFYucz6Cw,unixpickle,Copy-v0
1165.0,2017-01-17 07:10:32.042637,https://gym.openai.com/evaluations/eval_4aU4O1IKRLdVblPwSh9nA,1nadequacy,Copy-v0
3072.0,2017-01-17 07:05:54.954547,https://gym.openai.com/evaluations/eval_TjNdXFSpO4dIljdI2fVQ,1nadequacy,Copy-v0
4332.0,2017-03-22 07:10:24.439658,https://gym.openai.com/evaluations/eval_mvKZYw5rSeGM1PggK9wlg,1nadequacy,Copy-v0
12540.0,2017-07-20 08:56:13.204920,https://gym.openai.com/evaluations/eval_pSQ46cQKRKOEMQSFPp3EA,artonge,Copy-v0
19979.0,2017-01-15 05:27:00.126153,https://gym.openai.com/evaluations/eval_vrLkvOCJR66IHqUTOCQfug,1nadequacy,Copy-v0
75312.40 ± 2370.02,2016-08-22 23:25:29.865718,https://gym.openai.com/evaluations/eval_uzUruiB3RRKUMvJIxvEzYA,ppwwyyxx,Phoenix-v0
1013.20 ± 83.65,2016-04-24 22:37:59.280745,https://gym.openai.com/evaluations/eval_GoTeEe7uTyq5M6PbQk1g,gdb,Phoenix-v0
N/A,2016-05-27 10:41:51.465518,https://gym.openai.com/evaluations/eval_mxSPuDRb2jPmDcDsa4nA,silkbottle,Phoenix-v0
3170.70 ± 104.38,2017-05-28 06:42:02.506177,https://gym.openai.com/evaluations/eval_SOQMtM6RCRG7ztKMKyLg,dgriff777,Asteroids-v0
2699.90 ± 72.61,2017-05-26 23:11:22.965184,https://gym.openai.com/evaluations/eval_Ci2O2nOTRryPtAZIgFAig,dgriff777,Asteroids-v0
2519.10 ± 95.86,2017-05-26 14:40:15.865367,https://gym.openai.com/evaluations/eval_3TYQpU2R8W7awnt4gChaQ,dgriff777,Asteroids-v0
1964.80 ± 54.31,2016-08-15 07:29:57.703159,https://gym.openai.com/evaluations/eval_8eHKsRL4RzuZEq9AOLZA,ppwwyyxx,Asteroids-v0
1042.40 ± 48.68,2016-04-24 22:37:25.461549,https://gym.openai.com/evaluations/eval_X5T5hhf0RVqpeZKS9K0Qw,gdb,Asteroids-v0
N/A,2016-05-01 07:31:56.746816,https://gym.openai.com/evaluations/eval_Jt2dQmIwQjucznSXjDKRw,gdisneyleugers,Asteroids-v0
N/A,2017-06-18 20:28:14.542536,https://gym.openai.com/evaluations/eval_iyQTuphhQ1tNxQd9h5JjQ,Guillem-db,Tennis-ram-v0
3397.38 ± 208.09,2016-08-15 07:24:55.334161,https://gym.openai.com/evaluations/eval_tCiHwy5QrSdFVucSbBV6Q,ppwwyyxx,Assault-v0
268.38 ± 9.16,2016-04-24 22:38:06.494958,https://gym.openai.com/evaluations/eval_WnchdhDKQgemHBBf1y58Bg,gdb,Assault-v0
1966.0,2017-07-27 00:16:03.283284,https://gym.openai.com/evaluations/eval_iegADH1ITv4cAvQvEXYUA,pat-coady,HalfCheetah-v1
4401.0,2017-04-09 17:11:30.706052,https://gym.openai.com/evaluations/eval_JdipWkR4RCKUgmE4tgyDUA,deltameter,HalfCheetah-v1
4791.0,2017-07-25 02:27:43.066481,https://gym.openai.com/evaluations/eval_qg2ALzSXmx6UJ2i0YD6g,pat-coady,HalfCheetah-v1
12006.0,2016-05-03 05:28:51.666768,https://gym.openai.com/evaluations/eval_Gudf6XDS2WL76S7wZicLA,joschu,HalfCheetah-v1
45864.0,2016-05-03 04:34:09.777226,https://gym.openai.com/evaluations/eval_qtOtPrCgS8O9U2sZG7ByQ,joschu,HalfCheetah-v1
23.12 ± 0.17,2016-08-16 02:28:01.241441,https://gym.openai.com/evaluations/eval_FI1GpF4TlCuf29KccTpQ,ppwwyyxx,DoubleDunk-v0
-18.08 ± 0.40,2016-04-24 22:38:17.979985,https://gym.openai.com/evaluations/eval_Q3e6IzkWSkisCD8Nlyn3ew,gdb,DoubleDunk-v0
N/A,2016-05-01 19:12:19.136512,https://gym.openai.com/evaluations/eval_MdckI0N3TGm9LmMdZSll1Q,gdisneyleugers,DoubleDunk-v0
288.12 ± 0.93,2016-08-25 23:47:45.355307,https://gym.openai.com/evaluations/eval_D7pEk2ApRAO7l3RO8q9Gw,ppwwyyxx,Tutankham-v0
13.79 ± 2.07,2016-04-24 22:38:00.513386,https://gym.openai.com/evaluations/eval_oOFcHOMcRUyQPUjRGotI6w,gdb,Tutankham-v0
304.0,2017-07-31 06:16:25.572603,https://gym.openai.com/evaluations/eval_0yehii4RkWoLNszPAxQ,filmo,LunarLander-v2
550563.0,2017-07-30 16:18:28.858565,https://gym.openai.com/evaluations/eval_TVc7549RcmNGE97ICVw,koltafrickenfer,LunarLander-v2
8441.22 ± 221.24,2017-06-01 03:40:15.087593,https://gym.openai.com/evaluations/eval_pl5bvWR8Somu8PfFJzTryA,dgriff777,BeamRider-v0
8247.92 ± 221.96,2017-05-31 22:26:45.822425,https://gym.openai.com/evaluations/eval_pqTRhOKqTtyfELN7tzWIDg,dgriff777,BeamRider-v0
6932.76 ± 181.90,2017-05-31 18:10:40.231584,https://gym.openai.com/evaluations/eval_gSOJdGMSj2GUkoeoGe6sQ,dgriff777,BeamRider-v0
5972.48 ± 310.31,2016-08-18 22:53:57.270214,https://gym.openai.com/evaluations/eval_KuOYumrjQjixwL0spG0iCA,ppwwyyxx,BeamRider-v0
5346.04 ± 270.26,2016-10-24 03:44:43.183684,https://gym.openai.com/evaluations/eval_HACC1UyiRhWVSNU6ggfQKg,steveKapturowski,BeamRider-v0
373.80 ± 18.13,2016-04-24 22:37:55.973354,https://gym.openai.com/evaluations/eval_DgtaWcRsQGmIVdq0ml7Ow,gdb,BeamRider-v0
N/A,2016-05-01 08:12:19.968889,https://gym.openai.com/evaluations/eval_AW3ERh5SRnSBR2AprRS0g,gdisneyleugers,BeamRider-v0
2611.90 ± 104.43,2016-08-15 06:57:09.743564,https://gym.openai.com/evaluations/eval_8NR1IvjTQkSIT6En4xSMA,ppwwyyxx,Alien-v0
223.80 ± 22.98,2017-04-26 22:40:46.590217,https://gym.openai.com/evaluations/eval_yzRouTxgS1auUoWQlQvQA,araina2,Alien-v0
191.10 ± 19.84,2016-04-24 22:38:05.537396,https://gym.openai.com/evaluations/eval_bG4zbz4vRzOly8Duilhb8Q,gdb,Alien-v0
59.85 ± 0.99,2016-08-22 23:58:40.365033,https://gym.openai.com/evaluations/eval_Gr5c0ld3QACLDPQrGdzbiw,ppwwyyxx,Robotank-v0
2.27 ± 0.18,2016-04-24 22:38:03.725032,https://gym.openai.com/evaluations/eval_0fGhNU6XRSGhPX43pmbbA,gdb,Robotank-v0
0.00 ± 0.00,2016-04-24 22:37:52.125746,https://gym.openai.com/evaluations/eval_oiWssD9zSOaNeJSZ82smTg,gdb,Venture-v0
95.47 ± 0.50,2017-06-23 02:13:09.101103,https://gym.openai.com/evaluations/eval_7Ejurno6RTNYbva0f26Og,steveKapturowski,Boxing-v0
87.36 ± 0.70,2017-06-22 14:39:18.199223,https://gym.openai.com/evaluations/eval_sqcyB2IrQhiO3tmVbm6jAw,steveKapturowski,Boxing-v0
76.98 ± 0.90,2017-06-22 06:08:09.753091,https://gym.openai.com/evaluations/eval_MJxFKW65Q3SYlxp98qX6xA,steveKapturowski,Boxing-v0
63.66 ± 1.76,2017-06-22 03:46:52.357598,https://gym.openai.com/evaluations/eval_SLzCd7rpSimnagRVECmeig,steveKapturowski,Boxing-v0
59.35 ± 3.19,2016-08-22 13:46:56.199901,https://gym.openai.com/evaluations/eval_Mscv3SruAPYFOzs2sOw,lusob,Boxing-v0
N/A,2016-08-22 13:01:01.939583,https://gym.openai.com/evaluations/eval_6jJoEl9rT5OK5vv0zUN83w,lusob,Boxing-v0
N/A,2016-05-01 08:27:59.358412,https://gym.openai.com/evaluations/eval_UeIzh0PPRaSpOFL0RGAUPA,gdisneyleugers,Boxing-v0
N/A,2016-05-01 07:35:07.783425,https://gym.openai.com/evaluations/eval_5e9I0pzUTsCfyJkqODERA,gdisneyleugers,Boxing-v0
33992.20 ± 727.92,2016-08-16 19:07:18.778521,https://gym.openai.com/evaluations/eval_tt21vVaRCKYzWFcg1Kw,ppwwyyxx,DemonAttack-v0
192.10 ± 14.71,2016-04-24 22:38:15.225556,https://gym.openai.com/evaluations/eval_o3fKA5vgQOaR3Fg4suYgug,gdb,DemonAttack-v0
N/A,2016-05-01 08:21:18.408541,https://gym.openai.com/evaluations/eval_cT7fWTzQ2S4eRnlZ5itEg,gdisneyleugers,DemonAttack-v0
N/A,2016-05-01 08:18:28.572825,https://gym.openai.com/evaluations/eval_k6Y3xse0QSulBHsZmnBwg,gdisneyleugers,DemonAttack-v0
31.12 ± 0.09,2017-06-22 14:30:23.611982,https://gym.openai.com/evaluations/eval_uFh33hycQl2peDHIpWn6UA,steveKapturowski,Freeway-v0
0.00 ± 0.00,2016-04-24 22:37:21.278206,https://gym.openai.com/evaluations/eval_tWjYG9a7QzqkFe7zyBHNwg,gdb,Freeway-v0
